employer,jan,feb,mar,apr,may,total,months_active,avg_per_month,size_category
Entegro Limited,0,0,1,0,0,1,1,1.0,1 permit
Enterprise Registry Solutions Limited,0,0,0,0,1,1,1,1.0,1 permit
Entham Carpentry and Construction Limited,0,1,0,0,0,1,1,1.0,1 permit
Entrust Limited,2,0,0,1,0,3,2,1.5,2-5 permits
Enva Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Enviro Grind Ltd,0,0,0,1,0,1,1,1.0,1 permit
Environmental Services Ireland Commissioning,1,0,0,0,0,1,1,1.0,1 permit
EOS IT Management Solutions Limited,1,0,0,0,0,1,1,1.0,1 permit
EPIC Conjoint Limited,1,0,0,0,0,1,1,1.0,1 permit
Epic Healthcare Systems Ireland Limited,0,4,0,2,0,6,2,3.0,6-20 permits
EPIC Investment Partners (Ireland) Limited,0,0,0,0,1,1,1,1.0,1 permit
Epic Ireland Exhibitions Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Epona Bloodstock Limited,1,0,0,0,0,1,1,1.0,1 permit
Equal1 Laboratories Ireland,0,0,0,1,0,1,1,1.0,1 permit
Equinix (Ireland) Limited,0,0,3,1,0,4,2,2.0,2-5 permits
Erickson Immigration Group Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Eriu L. Caphes Holdings Limited,0,0,0,1,0,1,1,1.0,1 permit
ERM Environmental Resources Management Ireland Ltd,0,0,0,0,1,1,1,1.0,1 permit
Ernst & Young,25,14,9,7,9,64,5,12.8,21-100 permits
Erova Energy Limited,0,1,0,0,0,1,1,1.0,1 permit
Errigal Contracts Ireland Limited,0,0,6,0,0,6,1,6.0,6-20 permits
Errigal Mushrooms Limited,0,0,0,1,0,1,1,1.0,1 permit
Escher Group (IRL) Limited,0,1,0,0,0,1,1,1.0,1 permit
ESK Plant Ltd,0,0,0,1,2,3,2,1.5,2-5 permits
Esker Lodge Limited,0,0,0,3,0,3,1,3.0,2-5 permits
Esker Property Holdings Limited,1,1,1,0,0,3,3,1.0,2-5 permits
Eskimo Wu Limited,0,1,0,0,0,1,1,1.0,1 permit
Esmark Finch Limited,2,0,1,0,0,3,2,1.5,2-5 permits
Esos-Elite Setting Out Survey Ltd,0,0,1,0,0,1,1,1.0,1 permit
ESP Global Services Limited,0,0,1,0,0,1,1,1.0,1 permit
Esperanza Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Essar Healthcare Limited,0,0,0,0,1,1,1,1.0,1 permit
Etsy Ireland Unlimited Company,0,0,0,1,0,1,1,1.0,1 permit
Eugene Ann & Thomas Murphy,1,0,0,0,0,1,1,1.0,1 permit
Euprepia Enterprises Unlimited Company,0,0,0,3,1,4,2,2.0,2-5 permits
Euram Aircraft Engine Centre Ltd,0,1,0,0,0,1,1,1.0,1 permit
Euro Insurances DAC,0,0,2,0,0,2,1,2.0,2-5 permits
Eurocarautologistics Ltd,0,1,0,0,0,1,1,1.0,1 permit
Eurofins Biomnis Ireland Limited,2,0,0,0,1,3,2,1.5,2-5 permits
Eurofins Biopharma Product Testing Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Eurofins Food Testing Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Eurofins MC Pathology Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Eurofins Professional Scientific Services Ireland Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Euroflex Teoranta,1,0,0,0,0,1,1,1.0,1 permit
EUROPAY (EUBS) LIMITED,0,0,1,0,0,1,1,1.0,1 permit
European Network Against Racism (ENAR) Ireland CLG,0,0,0,1,0,1,1,1.0,1 permit
European Refreshments Unlimited Company,1,0,2,0,1,4,3,1.3,2-5 permits
Evad Technology Group Limited,0,0,1,0,0,1,1,1.0,1 permit
Eva-Tec DAC,1,0,0,0,0,1,1,1.0,1 permit
Evercam Limited,0,0,0,1,0,1,1,1.0,1 permit
Everest Facility Solutions Limited,0,2,1,0,2,5,3,1.7,2-5 permits
Evergreen Tech Development Limited,3,4,0,0,1,8,3,2.7,6-20 permits
Everkitch Limited,1,0,0,0,0,1,1,1.0,1 permit
EverPower Ltd,0,0,0,0,1,1,1,1.0,1 permit
Eversheds Sutherland (Ireland) LLP,1,0,0,0,0,1,1,1.0,1 permit
Everstrongbuilders Limited,0,0,0,1,0,1,1,1.0,1 permit
Evolution Fasteners (IE) Limited,0,0,0,0,1,1,1,1.0,1 permit
Evolution Lifts and Escalators Limited,0,0,1,0,0,1,1,1.0,1 permit
Evolve Eatery Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Exa Infrastructure Express Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Excel Roofing Systems Ltd,0,0,0,1,0,1,1,1.0,1 permit
Exergy Limited,1,0,0,0,0,1,1,1.0,1 permit
Exergyn Ltd,0,0,0,1,0,1,1,1.0,1 permit
EXLService (Ireland) Limited,0,1,1,0,3,5,3,1.7,2-5 permits
Experience Medical Limited,0,0,1,0,0,1,1,1.0,1 permit
Expert Spray Painting Limited,0,0,0,1,0,1,1,1.0,1 permit
External Works Ltd,0,0,1,0,0,1,1,1.0,1 permit
Extreme Event Ireland Limited,0,0,1,1,1,3,3,1.0,2-5 permits
Exwell Medical Company Limited by Guarantee,1,0,0,1,0,2,2,1.0,2-5 permits
Exyte Northern Europe Limited,0,0,1,0,0,1,1,1.0,1 permit
Ezra Collective Limited,0,0,0,1,0,1,1,1.0,1 permit
F & M Hurley Plant Hire (Schull) Limited,0,0,1,0,0,1,1,1.0,1 permit
F & M Whelan Steel Engineering Ltd,0,0,0,3,0,3,1,3.0,2-5 permits
"F Kehoe, E Kehoe & P Kehoe",1,0,0,0,0,1,1,1.0,1 permit
F.D.C. Accountants - Tax Consultants Limited,0,0,1,0,0,1,1,1.0,1 permit
F.P.T. Taverns Limited,0,0,2,2,0,4,2,2.0,2-5 permits
F.S.C. Engineering Limited,0,0,1,0,0,1,1,1.0,1 permit
Fabiana's Cleaning Company Limited,0,0,1,0,0,1,1,1.0,1 permit
Fabri-Clad Engineering Limited,0,0,0,0,1,1,1,1.0,1 permit
Fabworx Limited,1,0,0,0,0,1,1,1.0,1 permit
Facn Limited,0,0,1,0,0,1,1,1.0,1 permit
Failte Energy Solutions Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Fainne Entertainment Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Fairfield Inns Ltd,0,1,0,0,0,1,1,1.0,1 permit
Fairfield Nursing Home Ltd.,1,0,2,3,0,6,3,2.0,6-20 permits
Fairies Cross Medical Centre,0,0,0,1,0,1,1,1.0,1 permit
Fairlawns Nursing Home Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Fairview,0,0,0,2,0,2,1,2.0,2-5 permits
Fairways Hotel Management Limited,1,0,0,0,0,1,1,1.0,1 permit
Fairy Hill Nursing Home Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Fairyland Creche Limited,0,0,0,1,0,1,1,1.0,1 permit
Fáisc Miotail Eireann Teoranta,2,0,1,0,1,4,3,1.3,2-5 permits
Fallon & Byrne Limited,0,0,0,1,0,1,1,1.0,1 permit
Falls Hotel LTD,0,1,0,2,0,3,2,1.5,2-5 permits
Faneside Transport Limited,0,0,0,1,0,1,1,1.0,1 permit
Fang Wen Restaurant & Takeaway Limited,1,0,0,0,0,1,1,1.0,1 permit
Farm Solutions Ltd,26,2,5,2,2,37,5,7.4,21-100 permits
Farmer Browns Eatery Limited,0,0,1,0,0,1,1,1.0,1 permit
Farney Farms Ltd,0,1,0,0,0,1,1,1.0,1 permit
Farrelly & Co Painting Limited,0,1,0,0,0,1,1,1.0,1 permit
Farsoun Dentistry Consultants Limited,0,1,0,0,0,1,1,1.0,1 permit
Favaudon & Forkan Limited,0,0,0,1,0,1,1,1.0,1 permit
FBA Laboratories Limited,0,0,1,0,0,1,1,1.0,1 permit
FBD Corporate Services Ltd,0,0,0,1,0,1,1,1.0,1 permit
Feeley Construction Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Fehily Timoney & Company,1,2,0,0,0,3,2,1.5,2-5 permits
Fenergo Limited,0,0,1,0,0,1,1,1.0,1 permit
Feng Bing Liu,0,0,0,0,1,1,1,1.0,1 permit
Fenlon's Pharma Kiltown Limited,0,1,0,0,0,1,1,1.0,1 permit
Fenlux Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
Fennor Hill Care Facility Limited,2,1,0,0,0,3,2,1.5,2-5 permits
Fenor Pig Farms Limited,0,1,0,0,0,1,1,1.0,1 permit
Fergal Slevin,0,0,0,1,0,1,1,1.0,1 permit
Ferm Eng LTD,0,0,1,0,0,1,1,1.0,1 permit
Fernaldo Ltd,0,0,0,1,0,1,1,1.0,1 permit
Ferrycarrig Autobody Repairs Limited,0,1,0,0,0,1,1,1.0,1 permit
Fes Express Limited,0,0,1,1,0,2,2,1.0,2-5 permits
FFNH Limited,4,6,2,1,1,14,5,2.8,6-20 permits
Fidelis Marketing Limited,0,0,0,0,1,1,1,1.0,1 permit
Figtree Ltd,0,1,0,0,0,1,1,1.0,1 permit
Fikados Care Services Limited,4,1,0,0,1,6,3,2.0,6-20 permits
Filling Machines & Equipment Ltd,0,0,0,0,1,1,1,1.0,1 permit
Fillit Space Limited,0,0,1,0,0,1,1,1.0,1 permit
Filtrex Engineering Limited,0,0,0,0,1,1,1,1.0,1 permit
Finance First Planning and Investments Limited,0,0,0,1,0,1,1,1.0,1 permit
Fine Living Limited,0,6,2,0,0,8,2,4.0,6-20 permits
Fine Living Timber Frames Ltd,0,3,0,0,4,7,2,3.5,6-20 permits
Fine Woodwork Design Ltd,1,0,0,0,0,1,1,1.0,1 permit
Fineco Asset Management Designated Activity Company,0,0,0,0,1,1,1,1.0,1 permit
Finegan Equine Supplies Limited,0,0,0,0,1,1,1,1.0,1 permit
Fineos Corporation Limited,0,0,0,0,1,1,1,1.0,1 permit
Fingal Farm Home and Garden,0,0,1,0,0,1,1,1.0,1 permit
Fingal Food and Drink Limited,1,0,0,0,0,1,1,1.0,1 permit
Fingal Home Care Company Limited by Guarantee,0,0,1,0,2,3,2,1.5,2-5 permits
Fingleton White & Co Ltd,1,0,1,0,1,3,3,1.0,2-5 permits
Finixhub Limited,0,0,0,0,1,1,1,1.0,1 permit
Finmount Ltd,0,3,0,0,0,3,1,3.0,2-5 permits
Finning Ireland Ltd,0,1,0,0,0,1,1,1.0,1 permit
Firacorn Ltd,0,0,1,0,0,1,1,1.0,1 permit
Fire Containment Limited,1,0,0,1,1,3,3,1.0,2-5 permits
Firebyrd Chicken Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Firenze Clinica ltd,1,0,0,0,0,1,1,1.0,1 permit
Firestone Pizza Limited,1,0,0,0,0,1,1,1.0,1 permit
First Bus Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
First Care Beneavin House Limited,1,2,1,2,1,7,5,1.4,6-20 permits
First Care Beneavin Manor Ltd,2,0,0,0,0,2,1,2.0,2-5 permits
First Class ECO Cleaners Limited,0,0,1,0,0,1,1,1.0,1 permit
First Glass Limited,0,0,0,0,1,1,1,1.0,1 permit
First Merchant Processing (Ireland) Designated Activity Company,0,0,1,0,0,1,1,1.0,1 permit
First Trust Global Portfolios Management Limited,0,0,1,0,0,1,1,1.0,1 permit
First Up Slu,3,0,0,0,0,3,1,3.0,2-5 permits
Firstcare Beneavin Lodge Limited,1,0,1,1,0,3,3,1.0,2-5 permits
Firstcare Earlsbrook House Limited,1,0,0,0,0,1,1,1.0,1 permit
Firstcare Mountpleasant Lodge LTD,0,0,0,0,2,2,1,2.0,2-5 permits
FISC-Ireland Limited,4,4,13,1,6,28,5,5.6,21-100 permits
Fiserv Solutions (Europe) Limited,2,2,1,3,0,8,4,2.0,6-20 permits
Fisher Investments Luxembourg,0,0,0,0,1,1,1,1.0,1 permit
Fisher Street Limited,1,0,0,0,0,1,1,1.0,1 permit
Fit Tiffins Limited,1,0,0,0,0,1,1,1.0,1 permit
Fitzgeralds Family Bakery Ltd,1,0,0,0,0,1,1,1.0,1 permit
Fitzgibbon Analytics Limited,1,0,0,0,0,1,1,1.0,1 permit
Fitzpatrick Tyre and Battery Limited,1,0,0,0,0,1,1,1.0,1 permit
FJF Food Services Limited,0,0,0,0,1,1,1,1.0,1 permit
FJS Joinery Limited,1,0,0,0,0,1,1,1.0,1 permit
Flamingo Nails and Footspa Limited,1,0,0,0,0,1,1,1.0,1 permit
Flanagans Nursing Home Limited,5,0,0,2,1,8,3,2.7,6-20 permits
Flannery's Nursing Home Limited,1,0,1,1,2,5,4,1.2,2-5 permits
Flat Coffee Limited,1,0,0,0,0,1,1,1.0,1 permit
Fleury (Engineering) Services Limited,1,0,1,1,0,3,3,1.0,2-5 permits
FLI Precast Solutions Limited,0,0,9,0,1,10,2,5.0,6-20 permits
Flogas Enterprise Solutions (Ireland) Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Flood Ironworks Limited,0,0,0,1,0,1,1,1.0,1 permit
Flygar Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Flynn Bros Rent A Car Ballygar Limited,3,2,0,0,0,5,2,2.5,2-5 permits
Flynn O'Driscoll LLP,0,1,0,0,0,1,1,1.0,1 permit
Flynn Transport Ltd,1,0,0,0,0,1,1,1.0,1 permit
Foc Go Ltd.,0,0,0,0,1,1,1,1.0,1 permit
Foguel cleaning and maintenance Ltd,0,0,0,0,1,1,1,1.0,1 permit
Foilaclug Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Folens Publishing Company Unlimited Company,1,0,0,0,0,1,1,1.0,1 permit
Fonua Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Food Hub Head Office Limited,1,0,0,0,0,1,1,1.0,1 permit
Food on grill Limited,1,0,0,0,1,2,2,1.0,2-5 permits
FoodCloud CLG,1,0,0,0,0,1,1,1.0,1 permit
Forcepoint International Technology Ltd,1,0,0,0,0,1,1,1.0,1 permit
Forde Bros Plant Ltd,0,0,0,0,2,2,1,2.0,2-5 permits
Forja Works Limited,0,0,0,0,1,1,1,1.0,1 permit
Format Operations Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Formula Networks Limited,0,0,1,0,0,1,1,1.0,1 permit
Forno500 Woodfire Limited,0,0,0,0,1,1,1,1.0,1 permit
Forsythia Productions DAC,0,0,5,2,1,8,3,2.7,6-20 permits
Fort Motors Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Forte Pespa Limited,0,0,3,0,1,4,2,2.0,2-5 permits
Fortem Capital Limited,1,0,0,0,0,1,1,1.0,1 permit
Fortenergy Ltd,0,0,0,1,0,1,1,1.0,1 permit
Fortfield Agri Limited,0,0,0,0,1,1,1,1.0,1 permit
Fortray Consulting Limited,0,0,0,0,1,1,1,1.0,1 permit
Fortwilliam Green Dairies Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
Forvis Mazars,5,6,7,1,4,23,5,4.6,21-100 permits
Fournier Laboratories Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Fox Bros Engineering Limited,1,0,0,0,0,1,1,1.0,1 permit
Foxit Software Technology Holdings Limited,0,1,0,0,0,1,1,1.0,1 permit
FPG Amentum Limited,0,1,0,0,0,1,1,1.0,1 permit
Francois Drion,0,0,0,0,1,1,1,1.0,1 permit
Frank Hogan Ltd,0,0,1,0,0,1,1,1.0,1 permit
Frank J Bourke Ltd,0,0,0,0,1,1,1,1.0,1 permit
Free Now Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Freeburn Transport Limited,0,0,3,2,0,5,2,2.5,2-5 permits
Freedom Home Care Limited,0,0,0,1,0,1,1,1.0,1 permit
Freestyle Asian Food Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Fresh Palace Limited,0,0,0,1,0,1,1,1.0,1 permit
Freshii Ltd,0,0,0,1,0,1,1,1.0,1 permit
Freshly Chopped Ltd,0,0,0,0,1,1,1,1.0,1 permit
Freshways Ltd.,1,0,0,0,2,3,2,1.5,2-5 permits
Freudenberg Medical Ireland Ltd,0,0,1,1,0,2,2,1.0,2-5 permits
FSG Design Products Limited,0,0,0,1,0,1,1,1.0,1 permit
FTBI Limited,0,0,0,1,0,1,1,1.0,1 permit
Fui Ling Pang,0,0,1,1,0,2,2,1.0,2-5 permits
FULL CIRCLE CATERING LTD,0,1,0,0,0,1,1,1.0,1 permit
Fundrock Management Company (Ireland) Ltd,0,0,0,1,0,1,1,1.0,1 permit
Furey Consulting Engineers Limited,0,0,1,0,0,1,1,1.0,1 permit
Furlong Flooring Limited,0,0,1,0,0,1,1,1.0,1 permit
Fuschia Lane Limited,0,0,0,1,0,1,1,1.0,1 permit
Future Direct Professional Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Future Grass Technology Limited,2,0,2,0,0,4,2,2.0,2-5 permits
FYC My Homecare Angles Limited,1,0,0,0,0,1,1,1.0,1 permit
G & C Creations Limited,1,0,0,0,0,1,1,1.0,1 permit
G & T Gallen Ltd,0,0,0,0,3,3,1,3.0,2-5 permits
G Holland Ltd,1,0,0,0,0,1,1,1.0,1 permit
G&J O'Neill Enterprises Ltd,0,1,0,0,0,1,1,1.0,1 permit
G.C.E Property Construction Limited,1,0,0,0,0,1,1,1.0,1 permit
G4S Secure Solutions (Ire) Ltd,1,0,0,0,0,1,1,1.0,1 permit
Gadget World Limited,0,0,0,1,0,1,1,1.0,1 permit
GAEA Global Technologies Limited,1,0,0,0,0,1,1,1.0,1 permit
Gaeltec Utilities Limited,7,7,5,6,1,26,5,5.2,21-100 permits
GagaMuller Limited,2,1,0,0,0,3,2,1.5,2-5 permits
Gageboro Farm Ltd,0,1,0,0,0,1,1,1.0,1 permit
Gairme Consulting Limited,0,0,1,0,0,1,1,1.0,1 permit
Gajanand Catering Ltd,1,0,0,0,0,1,1,1.0,1 permit
Galaxy Ireland Opco Limited,0,0,0,1,0,1,1,1.0,1 permit
Galbridge Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Galileo Cafe Limited,0,1,0,0,0,1,1,1.0,1 permit
Galmere Fresh foods Ltd,0,0,1,0,0,1,1,1.0,1 permit
Galston Farms Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Galú Limited,0,0,0,1,0,1,1,1.0,1 permit
Galway Community Circus CLG,0,0,0,0,1,1,1,1.0,1 permit
Galway Roscommon Mental Health Service,0,0,0,0,1,1,1,1.0,1 permit
Galway Specsavers Hearcare LTD,0,1,0,0,0,1,1,1.0,1 permit
Galway University Hospital,2,3,4,1,27,37,5,7.4,21-100 permits
Game Changer Multimedia Limited,1,0,0,0,0,1,1,1.0,1 permit
Ganavan Limited,0,3,0,0,0,3,1,3.0,2-5 permits
Gannon and Associates Landscape Architecture Ltd,1,0,0,0,0,1,1,1.0,1 permit
Gannon Eco Limited,0,1,0,0,0,1,1,1.0,1 permit
Gannon Kirwan Somerville Limited,0,0,0,0,1,1,1,1.0,1 permit
Gannons City Recovery and Recycling Services Ltd,3,0,0,0,0,3,1,3.0,2-5 permits
Garbally View Nursing Homes Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Gardiner Street Drycleaners Limited,1,0,0,0,0,1,1,1.0,1 permit
Garryvoe Hotel Limited,0,0,0,0,1,1,1,1.0,1 permit
GartnetPark Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Garvey Crash Repairs Limited,1,0,0,0,0,1,1,1.0,1 permit
Garvey Moran,0,0,1,0,0,1,1,1.0,1 permit
Gary Greene Accounting and Taxation Services Limited,0,0,1,0,0,1,1,1.0,1 permit
Garyowen Transport Ltd,0,0,0,0,1,1,1,1.0,1 permit
Gateway Integration Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
Gateway Subway Limited,0,0,0,1,0,1,1,1.0,1 permit
Gaucho's Dog Limited,0,0,0,1,0,1,1,1.0,1 permit
Gavin Cromwell Racing Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Gaynestown Stud Ltd,0,0,0,0,1,1,1,1.0,1 permit
Gayur Food Limited,0,1,0,0,0,1,1,1.0,1 permit
GBS Engineering Limited,1,0,0,0,0,1,1,1.0,1 permit
GC Autos Ltd,0,0,1,0,0,1,1,1.0,1 permit
GDC Construction Services Limited,0,5,4,1,0,10,3,3.3,6-20 permits
GE Healthcare Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
GE Medical Systems Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
GE Vernova Global Services GMBH,0,0,0,0,3,3,1,3.0,2-5 permits
Ge Vernova Industrial Hedging Services Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
GEA Westfalia Separator Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
Gecko Catering Equipment Ltd,0,1,0,0,0,1,1,1.0,1 permit
GEM Construction Company Limited,0,0,1,0,0,1,1,1.0,1 permit
Gembrook Ventures Ltd,0,0,0,1,0,1,1,1.0,1 permit
Gemelli Tavares Dental Clinic Limited,1,0,0,0,0,1,1,1.0,1 permit
General Motors IT Services (Ireland) Ltd,1,0,1,1,0,3,3,1.0,2-5 permits
Genesis Healthcare Limited,7,0,1,0,2,10,3,3.3,6-20 permits
Genesis Kitchen Limited,0,0,2,0,0,2,1,2.0,2-5 permits
Genpact Ireland Private Limited,0,2,0,3,0,5,2,2.5,2-5 permits
Gentle Hands Homecare Ltd,0,0,1,0,0,1,1,1.0,1 permit
Genzyme Ireland Limited,1,0,0,1,0,2,2,1.0,2-5 permits
George Corbett Motors Limited,1,0,0,0,0,1,1,1.0,1 permit
George's Fish Shop Limited,0,0,0,1,0,1,1,1.0,1 permit
Ger Devlin Haulage & Plant Hire Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
Geraghty Partnership,0,1,0,0,0,1,1,1.0,1 permit
Gerard and Colm Taylor,1,0,0,0,0,1,1,1.0,1 permit
Gerard McGuire,1,0,0,0,0,1,1,1.0,1 permit
GERI DESIGNS LTD,1,0,0,0,0,1,1,1.0,1 permit
Gerry Dalton Farm Buildings Ltd,0,1,0,0,0,1,1,1.0,1 permit
Gerson Lehrman Group (Ireland) Limited,0,0,2,0,0,2,1,2.0,2-5 permits
Get The Tables Limited,0,0,1,0,0,1,1,1.0,1 permit
Getready-Eat Limited,0,0,0,1,0,1,1,1.0,1 permit
GF Solmara Limited,0,0,0,4,0,4,1,4.0,2-5 permits
GH Energy Rentals Limited,0,0,0,0,1,1,1,1.0,1 permit
GH Hire Ltd,2,0,0,0,0,2,1,2.0,2-5 permits
GHE Surveying Limited,1,0,0,0,0,1,1,1.0,1 permit
Ghleanna Farm Ltd,1,0,0,0,0,1,1,1.0,1 permit
Gibney Steel Products Ltd,1,0,0,0,0,1,1,1.0,1 permit
Giggles Childcare Services Limited,2,1,0,3,0,6,3,2.0,6-20 permits
Gihan Kumarasinghe,1,0,0,0,0,1,1,1.0,1 permit
Gihan Restaurants Limited,1,1,0,6,0,8,3,2.7,6-20 permits
Gilead Sciences Ireland UC,1,0,1,0,0,2,2,1.0,2-5 permits
Gill Ventures Limited,0,1,0,0,0,1,1,1.0,1 permit
Gilligans Farm Fresh Meats Limited,1,0,0,0,0,1,1,1.0,1 permit
Ginko Ltd,1,0,0,0,0,1,1,1.0,1 permit
Giraffe Childcare Limited,0,0,1,0,0,1,1,1.0,1 permit
GitLab Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
GKCE Consulting Engineers Limited,0,0,0,0,1,1,1,1.0,1 permit
GL Student Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Glanbia Management Services Limited,0,1,0,0,0,1,1,1.0,1 permit
Glanbia Nutritionals Ltd,0,0,0,0,1,1,1,1.0,1 permit
Glanua Ireland Limited,0,0,1,24,6,31,3,10.3,21-100 permits
Glasha Taverns Limited,0,1,0,0,0,1,1,1.0,1 permit
Glasseye Productions Limited,1,0,0,0,0,1,1,1.0,1 permit
Glebo Castle Farms Limited,3,0,0,0,0,3,1,3.0,2-5 permits
Gleeson Steel & Engineering Limited,0,2,1,0,2,5,3,1.7,2-5 permits
Glenageary Nursing Home Limited,4,2,0,0,1,7,3,2.3,6-20 permits
Glenaulin Residential Care Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Glenbrier Limited,0,0,0,0,1,1,1,1.0,1 permit
Glendonagh Residential Home,1,1,0,1,0,3,3,1.0,2-5 permits
Glenella Foods Limited,0,0,0,1,0,1,1,1.0,1 permit
Glenferry Coaches Limited,6,3,0,8,7,24,4,6.0,21-100 permits
Glengara Park Nursing Home Limited,1,0,2,4,0,7,3,2.3,6-20 permits
Glenhaze Distributors Ltd,0,0,0,0,1,1,1,1.0,1 permit
Glenilen Farm Limited,0,0,0,0,1,1,1,1.0,1 permit
Glenmore Farms Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Glenn Anthony Ltd,1,2,1,0,0,4,3,1.3,2-5 permits
Glenn Anthony Restaurants Limited,0,1,0,0,0,1,1,1.0,1 permit
Glenveagh Contracting Ltd,0,0,0,0,4,4,1,4.0,2-5 permits
Global Asian Restaurants Limited,0,0,0,1,0,1,1,1.0,1 permit
Global EntServ Solutions Galway Limited,0,0,1,0,0,1,1,1.0,1 permit
Global EntServ Solutions Ireland Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Global Explore IT Solutions Limited,0,0,0,0,1,1,1,1.0,1 permit
Global Shares Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Global Sights Innovation Limited,0,0,1,0,0,1,1,1.0,1 permit
GlobalLogic Software and Technology Ireland Limited,0,0,2,1,0,3,2,1.5,2-5 permits
Globba Ltd,0,0,1,0,0,1,1,1.0,1 permit
Globe Technical Services Limited,2,1,0,1,1,5,4,1.2,2-5 permits
Globoforce Limited,1,0,0,0,0,1,1,1.0,1 permit
Glorial Software Solutions Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Glorion Limited,0,0,0,0,1,1,1,1.0,1 permit
Glowsphere International Limited,0,1,0,0,0,1,1,1.0,1 permit
Glynns (Tuam) Ltd,0,1,1,0,0,2,2,1.0,2-5 permits
GM Steel Fabricators Limited,0,1,0,0,1,2,2,1.0,2-5 permits
GMC Utilities Group Limited,0,0,0,0,11,11,1,11.0,6-20 permits
GN Lin Trading Limited,0,1,0,0,0,1,1,1.0,1 permit
Go-Ahead Transport Services (Dublin) Limited,0,1,0,0,0,1,1,1.0,1 permit
Goats Gruff Limited,0,0,0,1,0,1,1,1.0,1 permit
Gobia Limited,0,2,1,0,0,3,2,1.5,2-5 permits
Goggins Transport Company Limited,0,0,1,0,0,1,1,1.0,1 permit
Golden Bake Limited,1,0,0,0,0,1,1,1.0,1 permit
Golden Dale Unlimited Company,0,3,1,2,5,11,4,2.8,6-20 permits
Golden East Fried Chicken Limited,0,0,1,0,0,1,1,1.0,1 permit
Golden Harvest Dining Limited,0,0,0,0,1,1,1,1.0,1 permit
Golden House DFS Ltd,0,0,1,0,0,1,1,1.0,1 permit
Golden Jade Limited,0,0,0,1,0,1,1,1.0,1 permit
Golden Mountain Catering Ltd,1,0,0,0,0,1,1,1.0,1 permit
Golden Nursing Homes Ltd,0,0,1,0,0,1,1,1.0,1 permit
Golden Spices Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Goldfinch Productions DAC,0,0,0,0,3,3,1,3.0,2-5 permits
Goldsmith Lot Limited,1,0,0,0,0,1,1,1.0,1 permit
Gongio Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Good Day Catering Limited,0,1,0,0,0,1,1,1.0,1 permit
Good Fish Processing (Carrigaline) Ltd,1,0,0,1,0,2,2,1.0,2-5 permits
Good Travel Software Limited,0,0,0,1,0,1,1,1.0,1 permit
Goodbody Stockbrokers,0,0,0,1,0,1,1,1.0,1 permit
GoodPeople Homecare Limited,3,1,1,0,0,5,3,1.7,2-5 permits
